v1,iso3c,year,code_country,ref_y,country,cbi_g,imf,tyh_vote,tyh_seats,dalton_vote,dalton_seats,knutsen_vote,knutsen_seats,vdem_pol,dalton_op,election,gdppc,gdp_growth,inflation,unemployment,gini,pr_system,idea_es_legislature,idea_es_president,lib_dem_index,elect_dem_index,legislativesize,dist_mag_mean,gcdodtotlgdzs,longitude,latitude,income,lending,gdppc_wb,gdpgrowth_wb,gdpconstant_wb,domesticcredit,debt,currentacc,pop,trade,fdi,spending,vol_growth,log_inflation,pol_sq,ln_inflation,log_gdp,vol_inf,vol_spending
133,COL,2012,5,0,Colombia,0.69325,0.00000,1.339,0.833,2.571,2.028,0.683,0.554,0.645,4.726,0,12123,2.981,3.17,9.74,52.6,PR,List PR,TRS,0.53,0.654,165,5,65.2277,-74.082,4.60987,Upper middle income,IBRD,5631.217,3.912636,2.60E+11,37.74485,65.2277,-3.138132,49.36527,38.83515,4.054763,13.47548,3.035256,1.153732,0.416025,1.153732,26.28188,0.25,0.1262159
134,COL,2013,5,0,Colombia,0.69325,0.00000,1.339,0.833,2.571,2.028,0.683,0.554,0.645,4.064,0,12568,4.185,2.02,9.05,52.6,PR,List PR,TRS,0.528,0.658,165,5,67.10291,-74.082,4.60987,Upper middle income,IBRD,5866.874,5.133994,2.73E+11,39.48369,67.10291,-3.235961,48.68368,37.98665,4.242276,14.09732,1.221358,0.7030975,0.416025,0.7030975,26.33194,1.15,0.6218462
135,COL,2014,5,1,Colombia,0.69325,0.00000,0.52,0.645,1.603,1.785,0.515,0.651,0.89,4.064,1,12972,3.448,2.9,8.57,52.6,PR,List PR,TRS,0.535,0.669,166,5,79.68306,-74.082,4.60987,Upper middle income,IBRD,6069.187,4.49903,2.85E+11,42.38461,79.68306,-5.200187,48.08113,37.48746,4.242505,14.24375,0.6349635,1.064711,0.7921,1.064711,26.37595,0.8800001,0.1464272
136,COL,2015,5,0,Colombia,0.69325,0.00000,0.52,0.645,1.603,1.785,0.515,0.651,0.89,5.125,0,13218,1.758,4.99,8.3,51,PR,List PR,TRS,0.535,0.67,166,5,66.66782,-74.082,4.60987,Upper middle income,IBRD,6175.876,2.955901,2.94E+11,46.90539,66.66782,-6.372535,47.54564,38.36076,3.959542,14.81163,1.543129,1.607436,0.7921,1.607436,26.40508,2.09,0.5678797
137,COL,2016,5,0,Colombia,0.69325,0.00000,0.52,0.645,1.603,1.785,0.515,0.651,0.89,5.156,0,13326,0.701,7.51,8.69,50.6,PR,List PR,TRS,0.53,0.666,166,5,57.40565,-74.082,4.60987,Upper middle income,IBRD,6219.15,2.087383,3.00E+11,47.0542,57.40565,-4.450299,47.02002,36.20265,4.899827,14.54128,0.8685188,2.016236,0.7921,2.016236,26.42574,2.52,0.2703457
138,COL,2017,5,0,Colombia,0.69325,0.00000,0.52,0.645,1.603,1.785,0.515,0.651,0.89,4.994,0,13358,-0.163,4.31,8.87,49.7,PR,List PR,TRS,0.527,0.66,166,5,,-74.082,4.60987,Upper middle income,IBRD,6208.987,1.359361,3.04E+11,49.80542,,-3.18207,46.53303,35.28291,4.392945,14.88064,0.7280217,1.460938,0.7921,1.460938,26.43924,3.2,0.3393583
139,COL,2018,5,1,Colombia,0.69325,0.00000,1.02,1.151,2.245,2.384,0.766,0.801,1.115,5.396,1,13545.1,0.965,3.24,9.11,50.4,PR,List PR,TRS,0.51,0.649,166,5,,-74.082,4.60987,Upper middle income,IBRD,6271.875,2.564324,3.12E+11,49.56732,,-4.201384,46.10472,36.53475,3.380836,15.42148,1.204964,1.175573,1.243225,1.175573,26.46456,1.07,0.5408382
140,COL,2019,5,0,Colombia,0.69325,0.00000,1.02,1.151,2.245,2.384,0.766,0.801,1.115,5.396,0,,1.869,3.53,9.96,51.3,PR,List PR,TRS,0.477,0.628,166,5,,-74.082,4.60987,Upper middle income,IBRD,6384.536,3.186855,3.21E+11,51.55517,,-4.58285,45.74416,37.55853,4.329539,15.77323,0.6225309,1.261298,1.243225,1.261298,26.49593,0.29,0.3517523
141,CRI,1992,6,0,Costa Rica,0.47400,0.00000,,,,,,,-1.141,,0,8038.8,6.391,21.79,3.93,45.7,PR,List PR,TRS,0.845,0.897,166,8.1,,-84.0089,9.63701,Upper middle income,IBRD,6403.785,9.201104,2.11E+10,,,-4.325059,66.7404,76.09624,2.63894,12.11003,,3.081451,1.301881,3.081451,23.76999,,
142,CRI,1993,6,0,Costa Rica,0.47400,1.00000,,,,,,,-1.141,,0,8363.5,4.364,9.78,3.95,46,PR,List PR,TRS,0.845,0.897,166,8.1,,-84.0089,9.63701,Upper middle income,IBRD,6683.836,7.097191,2.25E+10,,,-6.471968,66.07626,79.35233,2.574386,12.77178,2.103913,2.280339,1.301881,2.280339,23.83855,12.01,0.6617517
143,CRI,1994,6,1,Costa Rica,0.47400,0.00000,0.822,0.715,2.014,1.88,0.855,0.814,-1.141,,1,8479.6,1.873,13.54,4.05,46.8,PR,List PR,TRS,0.848,0.898,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,6811.112,4.519028,2.36E+10,,,-2.227566,65.26355,77.99731,2.837857,13.29788,2.578163,2.605648,1.301881,2.605648,23.88275,3.76,0.5260973
144,CRI,1995,6,0,Costa Rica,0.73425,1.00000,0.822,0.715,2.014,1.88,0.855,0.814,-1.141,,0,8576.4,1.575,23.19,5.18,45.7,PR,List PR,TRS,0.848,0.898,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,6920.579,4.153953,2.45E+10,,,-3.093139,64.35974,79.77438,2.90968,12.92669,0.3650751,3.143721,1.301881,3.143721,23.92345,9.650001,0.3711901
145,CRI,1996,6,0,Costa Rica,0.73425,0.00000,0.822,0.715,2.014,1.88,0.855,0.814,-1.141,4.762,0,8446.8,-1.182,17.51,6.16,46.5,PR,List PR,TRS,0.848,0.898,57,8.1,30.09821,-84.0089,9.63701,Upper middle income,IBRD,6846.357,1.35046,2.49E+10,,30.09821,-2.257753,63.2979,84.05717,3.655887,13.06293,2.803493,2.862772,1.301881,2.862772,23.93686,5.68,0.1362391
146,CRI,1997,6,0,Costa Rica,0.73425,0.00000,0.822,0.715,2.014,1.88,0.855,0.814,-1.141,5.027,0,8684,3.107,13.25,5.68,45.6,PR,List PR,TRS,0.843,0.898,57,8.1,30.17903,-84.0089,9.63701,Upper middle income,IBRD,7053.137,5.476166,2.62E+10,,30.17903,-3.812058,62.17607,87.6132,3.245762,12.62399,4.125706,2.583997,1.301881,2.583997,23.99018,4.26,0.4389324
147,CRI,1998,6,1,Costa Rica,0.73425,0.00000,0.335,0.386,1.285,1.382,0.503,0.58,-1.141,5.797,1,9053.9,4.573,11.66,5.33,45.7,PR,List PR,TRS,0.848,0.897,57,8.1,40.2051,-84.0089,9.63701,Upper middle income,IBRD,7389.045,7.155309,2.81E+10,,40.2051,-3.805468,60.95916,92.03802,4.490562,12.73024,1.679143,2.456164,1.301881,2.456164,24.05929,1.59,0.1062479
148,CRI,1999,6,0,Costa Rica,0.73425,0.00000,0.335,0.386,1.285,1.382,0.503,0.58,-1.141,5.797,0,9183.9,1.762,10.05,5.9,47.7,PR,List PR,TRS,0.848,0.897,57,8.1,40.1048,-84.0089,9.63701,Upper middle income,IBRD,7538.886,4.214811,2.93E+10,,40.1048,-4.675238,59.59408,87.53861,4.345668,13.28711,2.940497,2.307573,1.301881,2.307573,24.10057,1.61,0.5568676
149,CRI,2000,6,0,Costa Rica,0.73425,0.00000,0.335,0.386,1.285,1.382,0.503,0.58,-1.553,4.837,0,9319.8,1.817,10.96,5.08,47.4,PR,List PR,TRS,0.847,0.897,57,8.1,38.50185,-84.0089,9.63701,Upper middle income,IBRD,7678.492,3.868718,3.04E+10,,38.50185,-4.559558,58.08103,86.52493,4.818464,13.72783,0.3460932,2.394252,2.411809,2.394252,24.13853,0.9099998,0.4407158
150,CRI,2001,6,0,Costa Rica,0.73425,0.00000,0.335,0.386,1.285,1.382,0.503,0.58,-1.553,4.511,0,9451.6,1.651,11.26,5.92,51.5,PR,List PR,TRS,0.847,0.897,57,8.1,39.33511,-84.0089,9.63701,Upper middle income,IBRD,7805.312,3.49117,3.15E+10,,39.33511,-3.21895,56.76687,80.85276,3.892336,14.29631,0.3775482,2.421257,2.411809,2.421257,24.17285,0.3000002,0.5684862
151,CRI,2002,6,1,Costa Rica,0.73425,0.00000,0.413,0.474,1.511,1.53,0.511,0.577,-1.553,4.94,1,9591.6,1.608,9.17,6.33,51.8,PR,List PR,TRS,0.853,0.903,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,7940.43,3.416876,3.26E+10,,,-5.187796,55.31878,80.41395,4.362027,14.68906,0.0742936,2.215937,2.411809,2.215937,24.20645,2.09,0.3927517
152,CRI,2003,6,0,Costa Rica,0.73425,0.00000,0.413,0.474,1.511,1.53,0.511,0.577,-1.553,5.13,0,9831.3,2.675,9.45,6.56,49.3,PR,List PR,TRS,0.853,0.904,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,8157.651,4.31718,3.40E+10,,,-5.209033,53.81299,83.32771,4.48354,14.49747,0.9003034,2.246015,2.411809,2.246015,24.24871,0.2799997,0.1915989
153,CRI,2004,6,0,Costa Rica,0.73425,0.00000,0.413,0.474,1.511,1.53,0.511,0.577,-1.553,5.108,0,10086.8,2.828,12.31,6.39,48.3,PR,List PR,TRS,0.85,0.9,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,8395.401,4.4246,3.55E+10,,,-3.627183,52.36302,85.25648,5.823126,13.97641,0.10742,2.510412,2.411809,2.510412,24.29201,2.860001,0.5210581
154,CRI,2005,6,0,Costa Rica,0.73425,0.00000,0.413,0.474,1.511,1.53,0.511,0.577,-1.553,4.776,0,10308.4,2.408,13.8,6.57,47.5,PR,List PR,TRS,0.847,0.9,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,8606.334,3.976666,3.69E+10,35.86022,,-4.291514,51.03476,89.22266,7.628436,13.51288,0.4479332,2.624669,2.411809,2.624669,24.331,1.49,0.4635258
155,CRI,2006,6,1,Costa Rica,0.73425,0.00000,0.089,0.102,0.663,0.709,0.164,0.187,-1.553,4.754,1,10880.5,5.759,11.47,5.74,49.4,PR,List PR,TRS,0.855,0.907,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,9109.53,7.326695,3.96E+10,37.86298,,-4.132484,49.80274,89.81455,7.928504,13.16504,3.350029,2.439735,2.411809,2.439735,24.40171,2.33,0.3478403
156,CRI,2007,6,0,Costa Rica,0.73425,0.00000,0.089,0.102,0.663,0.709,0.164,0.187,-1.553,4.43,0,11584.7,6.714,9.36,4.49,49.3,PR,List PR,TRS,0.859,0.909,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,9725.385,8.215132,4.28E+10,43.77238,,-5.574951,48.72981,86.4566,8.337426,12.80527,0.8884363,2.236445,2.411809,2.236445,24.48066,2.110001,0.3597727
157,CRI,2008,6,0,Costa Rica,0.73425,0.00000,0.089,0.102,0.663,0.709,0.164,0.187,-1.553,4.411,0,11935.2,3.278,13.42,4.78,48.6,PR,List PR,TRS,0.859,0.909,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,10052.68,4.738175,4.49E+10,49.38061,,-8.377926,47.79449,86.40151,7.909007,13.57747,3.476957,2.596746,2.411809,2.596746,24.52695,4.06,0.7722063
158,CRI,2009,6,0,Costa Rica,0.73425,1.00000,0.089,0.102,0.663,0.709,0.164,0.187,-1.553,4.32,0,11638,-2.233,7.84,7.71,50.6,PR,List PR,TRS,0.858,0.909,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,9837.877,-0.8734559,4.45E+10,47.65335,,-1.823282,46.95994,69.75932,5.251511,15.74813,5.611631,2.059239,2.411809,2.059239,24.51818,5.58,2.170653
159,CRI,2010,6,1,Costa Rica,0.73425,0.00000,0.363,0.413,1.339,1.428,0.416,0.478,-1.553,4.327,1,12031.6,3.653,5.66,7.17,48.2,PR,List PR,TRS,0.86,0.912,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,10236.98,5.360343,4.69E+10,44.31413,,-3.223364,46.21836,67.51209,5.063712,16.62071,6.233799,1.733424,2.411809,1.733424,24.5704,2.18,0.8725824
160,CRI,2011,6,0,Costa Rica,0.73425,0.00000,0.363,0.413,1.339,1.428,0.416,0.478,-1.553,5.351,0,12366,3.053,4.88,10.14,48.7,PR,List PR,TRS,0.861,0.912,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,10559.21,4.403159,4.89E+10,46.02004,,-5.296817,45.73312,68.63914,6.391725,16.96184,0.9571843,1.585145,2.411809,1.585145,24.61349,0.7799997,0.3411255
161,CRI,2012,6,0,Costa Rica,0.73425,0.00000,0.363,0.413,1.339,1.428,0.416,0.478,-1.553,5.351,0,12792,3.569,4.5,9.78,48.6,PR,List PR,TRS,0.861,0.911,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,10945.04,4.882592,5.13E+10,47.45132,,-5.104818,45.30658,67.04854,5.708662,16.79005,0.4794331,1.504077,2.411809,1.504077,24.66116,0.3800001,0.1717873
162,CRI,2013,6,0,Costa Rica,0.79745,0.00000,0.363,0.413,1.339,1.428,0.416,0.478,-1.553,4.165,0,12916,1.102,5.23,8.77,49.3,PR,List PR,TRS,0.859,0.912,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,11090.09,2.494766,5.26E+10,49.72992,,-4.771706,44.96008,64.06641,6.291277,17.13019,2.387826,1.654411,2.411809,1.654411,24.6858,0.73,0.3401413
163,CRI,2014,6,1,Costa Rica,0.80658,0.00000,1.344,1.273,2.577,2.508,0.714,0.722,-1.553,4.165,1,13222,2.365,4.52,9.06,48.6,PR,List PR,TRS,0.858,0.909,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,11355.33,3.54211,5.45E+10,53.09845,,-4.716005,44.71608,65.19124,6.232936,17.0113,1.047344,1.508512,2.411809,1.508512,24.72061,0.71,0.1188869
164,CRI,2015,6,0,Costa Rica,0.81570,0.00000,1.344,1.273,2.577,2.508,0.714,0.722,-1.553,5.73,0,13677,2.511,0.8,9,48.4,PR,List PR,TRS,0.86,0.909,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,11642.78,3.652081,5.64E+10,55.12725,,-3.403965,44.57716,60.75356,5.236395,16.96024,0.109971,-0.2231435,2.411809,-0.2231435,24.75648,3.72,0.0510616
165,CRI,2016,6,0,Costa Rica,0.82483,0.00000,1.344,1.273,2.577,2.508,0.714,0.722,-1.553,6.195,0,14098,3.149,-0.02,8.6,48.7,PR,List PR,TRS,0.857,0.907,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,12004.67,4.204323,5.88E+10,58.63805,,-2.136516,44.54224,62.17848,4.452962,16.70868,0.5522423,,2.411809,,24.79766,0.82,0.2515621
166,CRI,2017,6,0,Costa Rica,0.83396,0.00000,1.344,1.273,2.577,2.508,0.714,0.722,-1.553,5.148,0,14470.8,2.798,1.63,8.14,48.3,PR,List PR,TRS,0.851,0.899,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,12375.92,4.157699,6.13E+10,59.68591,,-3.616766,44.56691,65.07195,4.833275,16.35818,0.0466242,0.48858,2.411809,0.48858,24.8384,1.65,0.3505039
167,CRI,2018,6,1,Costa Rica,0.84308,0.00000,,,,,,,-0.883,5.258,1,14686.3,1.644,2.22,9.63,48,PR,List PR,TRS,0.839,0.895,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,12573.96,2.615904,6.29E+10,60.30446,,-2.991531,44.66459,66.94534,4.829439,16.19573,1.541795,0.7975072,0.779689,0.7975072,24.86422,0.59,0.1624413
168,CRI,2019,6,0,Costa Rica,0.85221,0.00000,,,,,,,-0.883,5.258,0,,1.111,2.1,11.49,48.2,PR,List PR,TRS,0.848,0.899,57,8.1,,-84.0089,9.63701,Upper middle income,IBRD,12755.17,2.417512,6.44E+10,56.17811,,-1.282503,44.84162,65.76053,4.22094,16.7512,0.1983926,0.7419373,0.779689,0.7419373,24.88811,0.1200001,0.5554676
169,ECU,1992,7,0,Ecuador,0.88150,0.00000,,,,,,,0.108,,1,6715.5,-0.207,54.34,8.56,,PR,List PR,TRS,0.483,0.732,77,4.5,,-78.5243,-0.229498,Upper middle income,IBRD,4341.28,2.114311,4.65E+10,,,-0.6742478,72.1427,44.80655,0.9837386,9.938839,,3.995261,0.011664,3.995261,24.56318,,
170,ECU,1993,7,0,Ecuador,0.88150,0.00000,,,,,,,0.108,,0,6770.2,-0.309,45,7.95,,PR,List PR,TRS,0.474,0.731,77,4.5,,-78.5243,-0.229498,Upper middle income,IBRD,4327.863,1.973218,4.74E+10,,,-4.482299,71.2699,43.17122,2.501331,10.60395,0.1410927,3.806663,0.011664,3.806663,24.58273,9.34,0.6651115
171,ECU,1994,7,0,Ecuador,0.88150,1.00000,,,,,,,0.108,,0,6940.1,1.965,27.44,6.68,53.4,PR,List PR,TRS,0.468,0.726,77,5.6,,-78.5243,-0.229498,Upper middle income,IBRD,4412.902,4.25825,4.95E+10,,,-3.955845,70.41397,43.77775,2.537929,10.95679,2.285032,3.312002,0.011664,3.312002,24.62443,17.56,0.3528414
172,ECU,1995,7,0,Ecuador,0.88150,0.00000,,,,,,,0.285,,0,6985.2,0.046,22.89,6.7,,PR,List PR,TRS,0.469,0.728,77,5.6,,-78.5243,-0.229498,Upper middle income,IBRD,4414.928,2.252549,5.06E+10,,,-4.092885,69.58085,45.91127,1.85193,11.2137,2.005702,3.1307,0.081225,3.1307,24.6467,4.550001,0.2569065
173,ECU,1996,7,1,Ecuador,0.88150,0.00000,1.231,1.275,2.466,2.509,0.897,0.956,0.285,5.501,1,6993.6,-0.424,24.37,10.38,,PR,List PR,TRS,0.462,0.724,82,5.6,,-78.5243,-0.229498,Upper middle income,IBRD,4396.221,1.731748,5.15E+10,,,-0.2173914,68.92643,44.2157,1.980783,10.87543,0.5208012,3.193353,0.081225,3.193353,24.66387,1.480001,0.3382645
174,ECU,1997,7,0,Ecuador,0.88150,0.00000,1.231,1.275,2.466,2.509,0.897,0.956,0.285,5.653,0,7181.1,2.161,30.64,9.17,,PR,List PR,TRS,0.471,0.721,82,5.6,,-78.5243,-0.229498,Upper middle income,IBRD,4491.201,4.327865,5.37E+10,,,-1.62197,68.31033,45.01719,2.570658,11.26931,2.596117,3.422306,0.081225,3.422306,24.70624,6.269999,0.3938789
175,ECU,1998,7,1,Ecuador,0.88150,0.00000,1.355,1.236,2.587,2.471,0.975,0.942,0.285,5.234,1,7307.2,1.176,36.1,11.49,,PR,List PR,TRS,0.479,0.719,120,7.4,,-78.5243,-0.229498,Upper middle income,IBRD,4544,3.266529,5.54E+10,,,-7.499492,67.6937,43.39511,3.109082,11.093,1.061335,3.586293,0.081225,3.586293,24.73838,5.459999,0.1763153
176,ECU,1999,7,0,Ecuador,0.88150,0.00000,1.355,1.236,2.587,2.471,0.975,0.942,0.285,5.234,0,6884.8,-6.605,52.24,13.96,58.6,PR,List PR,TRS,0.477,0.718,120,7.4,,-78.5243,-0.229498,Upper middle income,IBRD,4243.872,-4.739386,5.28E+10,,,4.673491,67.02106,49.20125,3.300591,11.76753,8.005915,3.955848,0.081225,3.955848,24.68983,16.14,0.6745348
177,ECU,2000,7,0,Ecuador,0.88150,1.00000,1.355,1.236,2.587,2.471,0.975,0.942,0.469,5.263,0,6908.2,-0.814,96.09,4.8,56.4,PR,List PR,TRS,0.469,0.719,120,7.4,,-78.5243,-0.229498,Upper middle income,IBRD,4209.345,1.091802,5.34E+10,,,6.070706,66.26864,59.4647,-0.1278899,9.350397,5.831187,4.565285,0.219961,4.565285,24.70069,43.84999,2.417135
178,ECU,2001,7,0,Ecuador,0.88150,0.00000,1.355,1.236,2.587,2.471,0.975,0.942,0.469,5.145,0,7131.2,2.135,37.68,4.25,,PR,List PR,TRS,0.469,0.719,120,7.4,,-78.5243,-0.229498,Upper middle income,IBRD,4299.202,4.01563,5.55E+10,,,-2.252609,65.6896,50.74506,2.201085,9.448935,2.923828,3.629129,0.219961,3.629129,24.74006,58.41,0.0985374
179,ECU,2002,7,1,Ecuador,0.88150,0.00000,0.744,1.814,1.916,2.993,0.537,1.142,0.469,4.1,1,7359.7,2.285,12.48,,,PR,List PR,TRS,0.469,0.719,100,7.4,,-78.5243,-0.229498,Upper middle income,IBRD,4397.423,4.096776,5.78E+10,18.07338,,-4.269947,64.97581,49.37655,2.743572,9.83244,0.0811467,2.524127,0.219961,2.524127,24.78021,25.2,0.3835058
180,ECU,2003,7,0,Ecuador,0.88150,1.00000,0.744,1.814,1.916,2.993,0.537,1.142,0.469,4.824,0,7468.5,0.985,7.93,5.66,53.5,PR,List PR,TRS,0.477,0.726,100,7.4,,-78.5243,-0.229498,Upper middle income,IBRD,4440.73,2.722877,5.94E+10,17.23809,,-1.192675,64.18667,47.24163,2.687131,10.71391,1.373899,2.070653,0.219961,2.070653,24.80707,4.55,0.8814716
181,ECU,2004,7,0,Ecuador,0.88150,0.00000,0.744,1.814,1.916,2.993,0.537,1.142,0.469,4.484,0,7958.9,6.407,2.74,5,53.9,PR,List PR,TRS,0.474,0.726,100,7.4,,-78.5243,-0.229498,Upper middle income,IBRD,4725.232,8.21102,6.43E+10,19.75733,,-1.310197,63.40731,50.66524,2.287241,10.88435,5.488143,1.007958,0.219961,1.007958,24.88599,5.19,0.1704426
182,ECU,2005,7,0,Ecuador,0.88150,0.00000,0.744,1.814,1.916,2.993,0.537,1.142,0.469,4.096,0,8256.8,3.544,2.41,3.78,53.1,PR,List PR,TRS,0.473,0.726,100,7.4,,-78.5243,-0.229498,Upper middle income,IBRD,4892.691,5.291308,6.77E+10,21.33376,,1.141794,62.67802,56.09983,1.188746,10.71784,2.919712,0.8796268,0.219961,0.8796268,24.93755,0.3299999,0.1665096
183,ECU,2006,7,0,Ecuador,0.88150,0.00000,0.134,1.3,1.131,2.533,0.245,1.147,0.469,4.224,1,8521.6,2.669,3.3,3.55,52.3,PR,List PR,TRS,0.474,0.733,100,7.4,,-78.5243,-0.229498,Upper middle income,IBRD,5023.291,4.403526,7.06E+10,21.80098,,3.71763,61.81815,59.70978,0.5799509,10.60189,0.8877821,1.193922,0.219961,1.193922,24.98064,0.8899999,0.1159515
184,ECU,2007,7,1,Ecuador,0.88150,0.00000,0.134,1.3,1.131,2.533,0.245,1.147,1.099,3.834,0,8633.6,0.495,2.28,3.14,53.4,PR,List PR,TRS,0.421,0.697,100,7.4,,-78.5243,-0.229498,Upper middle income,IBRD,5048.145,2.190064,7.22E+10,22.84918,,3.698434,61.0532,62.58714,0.3800842,10.92815,2.213462,0.8241754,1.207801,0.8241754,25.00231,1.02,0.3262615
185,ECU,2008,7,0,Ecuador,0.47094,0.00000,0.134,1.3,1.131,2.533,0.245,1.147,1.504,4.225,0,9103.9,4.607,8.4,3.92,49.8,PR,List PR,TRS,0.362,0.671,100,7.4,,-78.5243,-0.229498,Upper middle income,IBRD,5280.714,6.357131,7.68E+10,23.72306,,2.864851,60.33334,68.05695,1.712045,11.83043,4.167067,2.128232,2.262016,2.128232,25.06394,6.12,0.9022799
186,ECU,2009,7,1,Ecuador,0.47094,0.00000,2.146,2.058,3.256,3.188,1.231,1.202,1.504,3.337,1,9081.4,-1.058,5.16,4.61,48.5,PR,List PR,TRS,0.337,0.636,124,2.74,,-78.5243,-0.229498,Upper middle income,IBRD,5224.838,0.5664916,7.72E+10,23.92434,,0.5007213,59.59227,52.10485,0.4936523,13.72572,5.790639,1.640936,2.262016,1.640936,25.06959,3.24,1.895282
187,ECU,2010,7,0,Ecuador,0.47094,0.00000,2.146,2.058,3.256,3.188,1.231,1.202,1.504,2.854,0,9327.2,1.893,3.55,4.09,48.8,PR,List PR,TRS,0.305,0.598,124,2.74,,-78.5243,-0.229498,Upper middle income,IBRD,5323.737,3.525299,7.99E+10,26.53761,,-2.27486,58.81327,60.30324,0.2385054,13.19965,2.958807,1.266948,2.262016,1.266948,25.10423,1.61,0.5260639
188,ECU,2011,7,0,Ecuador,0.47094,0.00000,2.146,2.058,3.256,3.188,1.231,1.202,1.504,5.255,0,9985,6.221,4.47,3.46,45.9,PR,List PR,TRS,0.302,0.59,124,2.74,,-78.5243,-0.229498,Upper middle income,IBRD,5654.928,7.868141,8.62E+10,27.49061,,-0.5047339,58.05558,64.49024,0.8149742,12.72905,4.342842,1.497388,2.262016,1.497388,25.17997,0.9199998,0.470603
189,ECU,2012,7,0,Ecuador,0.47094,0.00000,2.146,2.058,3.256,3.188,1.231,1.202,1.504,5.255,0,10398,4.07,5.1,3.23,46.1,PR,List PR,TRS,0.3,0.599,124,2.74,,-78.5243,-0.229498,Upper middle income,IBRD,5885.1,5.641962,9.11E+10,28.38307,,-0.1665498,57.28623,61.75111,0.6453457,13.33729,2.226179,1.629241,2.262016,1.629241,25.23486,0.6300001,0.6082411
190,ECU,2013,7,1,Ecuador,0.54914,0.00000,2.623,2.071,3.599,3.198,1.336,1.081,1.504,3.406,1,10760,3.387,2.72,3.08,46.9,PR,List PR,TRS,0.273,0.563,137,2.74,,-78.5243,-0.229498,Upper middle income,IBRD,6084.444,4.946511,9.56E+10,28.98464,,-0.9806678,56.54987,59.60616,0.7643055,14.00539,0.6954508,1.000632,2.262016,1.000632,25.28314,2.38,0.6680975
191,ECU,2014,7,0,Ecuador,0.52781,0.00000,2.623,2.071,3.599,3.198,1.336,1.081,1.504,3.406,0,11036,2.199,3.59,3.48,45,PR,List PR,TRS,0.267,0.564,137,2.74,,-78.5243,-0.229498,Upper middle income,IBRD,6218.239,3.788869,9.92E+10,29.49311,,-0.6573933,55.91684,57.70817,0.7592822,14.29616,1.157643,1.278152,2.262016,1.278152,25.32033,0.8699999,0.2907677
192,ECU,2015,7,0,Ecuador,0.50649,0.00000,2.623,2.071,3.599,3.198,1.336,1.081,1.504,4.144,0,10905,-1.508,3.97,3.62,46,PR,List PR,TRS,0.268,0.556,137,2.74,,-78.5243,-0.229498,Upper middle income,IBRD,6124.491,0.0988726,9.93E+10,29.30889,,-2.236961,55.42736,45.24388,1.332155,14.42952,3.689996,1.378766,2.262016,1.378766,25.32131,0.3800001,0.1333666
193,ECU,2016,7,0,Ecuador,0.48516,0.00000,2.623,2.071,3.599,3.198,1.336,1.081,1.504,4.395,0,10527,-2.898,1.73,4.6,45,PR,List PR,TRS,0.272,0.569,137,2.74,,-78.5243,-0.229498,Upper middle income,IBRD,5947.002,-1.226384,9.81E+10,30.79023,,1.110165,54.96843,38.52134,0.7645772,14.60569,1.325257,0.5481214,2.262016,0.5481214,25.30898,2.24,0.1761713
194,ECU,2017,7,1,Ecuador,0.46383,0.00000,3.443,3.81,4.123,4.338,1.597,1.822,1.504,4.054,1,10637.3,0.574,0.42,3.84,44.7,PR,List PR,TRS,0.325,0.582,137,2.74,,-78.5243,-0.229498,Upper middle income,IBRD,5981.133,2.368387,1.00E+11,34.27716,,-0.1759187,54.58995,42.42172,0.6036121,14.57126,3.59477,-0.8675006,2.262016,-0.8675006,25.33238,1.31,0.0344372
195,ECU,2018,7,0,Ecuador,0.44250,0.00000,3.443,3.81,4.123,4.338,1.597,1.822,1.504,4.176,0,10638.8,-0.483,-0.22,3.53,45.4,PR,List PR,TRS,0.48,0.674,137,2.74,,-78.5243,-0.229498,Upper middle income,IBRD,5952.218,1.289292,1.02E+11,38.3079,,-1.216129,54.28737,46.36213,1.291066,14.71636,1.079095,,2.262016,,25.34519,0.64,0.1451015
